1750,http://www.telegraph.co.uk/,http://announcements.telegraph.co.uk/rss-feeds
1750,http://www.telegraph.co.uk/,https://www.telegraph.co.uk/finance/rssfeeds/
1750,http://www.telegraph.co.uk/,https://feedly.com/i/subscription/feed%2Fhttp%3A%2F%2Fwww.telegraph.co.uk%2Frss
9,http://www.chicagotribune.com/,http://www.chicagotribune.com/news/local/breaking/rss2.0.xml
9,http://www.chicagotribune.com/,http://www.chicagotribune.com/business/rss2.0.xml
9,http://www.chicagotribune.com/,http://www.chicagotribune.com/cs-rssfeeds-htmlstory.html
330262,http://tomthunkit.com/,http://www.tomthunkit.com/feed
330262,http://tomthunkit.com/,http://www.tomthunkit.com/comments/feed
80158,http://www.wmur.com/#spider,http://www.wmur.com/topstories-rss
80158,http://www.wmur.com/#spider,http://www.wmur.com/wxapparticles-rss
80158,http://www.wmur.com/#spider,http://feeds.hearstdigitalstudios.com/wsi_app_feed_wmur.xml
27343,http://grist.org/,https://grist.org/feed/
18,http://www.philly.com/inquirer/,http://www.philly.com/philly/about/rss_index/
20653,http://newsok.com,http://newsok.com/rss/home
20653,http://newsok.com,https://www.rsssearchhub.com/feeds/newsok
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssPortada.html
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssMundo.html
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssDeporte.html
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssCultura.html
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssCultura.html
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssBlogs.xml
65890,http://telesurtv.net/,https://www.telesurtv.net/rss/RssLatinoamerica.html
25369,http://www.rightwingwatch.org,http://www.rightwingwatch.org/feed/
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/home.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/uk.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/world.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml, http://feeds.skynews.com/feeds/rss/business.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/us.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/politics.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/technology.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/entertainment.xml
19524,http://feeds.skynews.com/feeds/rss/home.xml,http://feeds.skynews.com/feeds/rss/strange.xml
24503,http://www.publicintegrity.org,https://feeds.feedburner.com/publici_rss
7325,http://presstv.com,http://edition.presstv.ir/rss
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510201
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510202
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510203
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510203
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510218
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510204
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510205
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510206
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510207
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510208
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510210
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510212
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510212
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510219
7325,http://presstv.com,http://edition.presstv.ir/rss/?section=3510213
7325,http://presstv.com,http://www.presstv.ir/rss/mrss/programs.xml
1199,http://www.wfaa.com/,http://rssfeeds.wfaa.com/wfaa/home
